name,state,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,A1,A2,A3,B1,B2,B3
GENE-13790,NO,197.3,97.3,100,1.03,0,8.1e-01,1.0e+00,0.9877,3860,90,105,97,112,104,84
GENE-7656,NO,123,60.3,62.7,1.038,0.1,8.1e-01,1.0e+00,0.9877,3861,64,58,59,46,69,73
GENE-11926,NO,2478.3,1262.7,1215.7,0.963,-0.1,8.1e-01,1.0e+00,0.9877,3862,1213,1126,1449,1589,980,1078
GENE-10926,NO,63.7,32.7,31,0.948,-0.1,8.1e-01,1.0e+00,0.9877,3863,23,31,44,24,39,30
GENE-4396,NO,1013.3,499,514.3,1.031,0,8.1e-01,1.0e+00,0.9877,3864,549,441,507,429,518,596
GENE-16275,NO,54.3,28.3,26,0.918,-0.1,8.1e-01,1.0e+00,0.9877,3865,40,19,26,42,25,11
GENE-11977,NO,84.3,40.7,43.7,1.074,0.1,8.1e-01,1.0e+00,0.9877,3866,40,26,56,50,23,58
GENE-1754,NO,96.3,45.7,50.7,1.109,0.1,8.1e-01,1.0e+00,0.9877,3867,90,29,18,48,72,32
GENE-7705,NO,322.7,159.7,163,1.023,0,8.1e-01,1.0e+00,0.9877,3868,164,153,162,170,159,160
GENE-12335,NO,2760,1441,1319,0.915,-0.1,8.1e-01,1.0e+00,0.9877,3869,1913,830,1580,1814,490,1653
GENE-4370,NO,158.3,80.7,77.7,0.963,-0.1,8.1e-01,1.0e+00,0.9877,3870,63,104,75,71,80,82
GENE-115,NO,396.7,201.7,195,0.967,0,8.1e-01,1.0e+00,0.9877,3871,185,218,202,236,199,150
GENE-11590,NO,2787.7,1417.7,1370,0.966,0,8.1e-01,1.0e+00,0.9877,3872,1278,1735,1240,1195,1656,1259
GENE-14211,NO,234,119.3,114.7,0.964,-0.1,8.1e-01,1.0e+00,0.9877,3873,119,94,145,101,107,136
GENE-17846,NO,82,39.7,42.3,1.068,0.1,8.1e-01,1.0e+00,0.9877,3874,61,32,26,58,32,37
GENE-4193,NO,552.3,279.3,273,0.977,0,8.1e-01,1.0e+00,0.9877,3875,292,262,284,275,255,289
GENE-5496,NO,67.3,34.7,32.7,0.944,-0.1,8.1e-01,1.0e+00,0.9877,3876,46,32,26,39,20,39
GENE-19811,NO,482.7,248,234.7,0.946,-0.1,8.1e-01,1.0e+00,0.9877,3877,274,339,131,255,217,232
GENE-15084,NO,752.3,327.3,425,1.298,0.4,8.1e-01,1.0e+00,0.9877,3878,0,902,80,120,619,536
GENE-18783,NO,2722.3,1340.7,1381.7,1.031,0,8.1e-01,1.0e+00,0.9877,3879,1410,1217,1395,1660,1125,1360
GENE-1775,NO,134.3,66,68.3,1.035,0,8.1e-01,1.0e+00,0.9877,3880,69,60,69,74,78,53
GENE-7796,NO,25.3,12,13.3,1.111,0.2,8.1e-01,1.0e+00,0.9877,3881,21,12,3,20,11,9
GENE-3240,NO,454.3,224,230.3,1.028,0,8.1e-01,1.0e+00,0.9877,3882,239,232,201,219,267,205
GENE-13366,NO,43.7,21.3,22.3,1.047,0.1,8.1e-01,1.0e+00,0.9877,3883,18,19,27,22,18,27
GENE-4163,NO,63.7,31,32.7,1.054,0.1,8.1e-01,1.0e+00,0.9877,3884,25,39,29,26,26,46
GENE-2820,NO,291.3,143.3,148,1.034,0,8.1e-01,1.0e+00,0.9877,3885,116,158,156,126,175,143
GENE-8253,NO,790,399.3,390.7,0.978,0,8.1e-01,1.0e+00,0.9877,3886,401,389,408,407,360,405
GENE-3146,NO,73.3,36,37.3,1.037,0.1,8.1e-01,1.0e+00,0.9877,3887,39,34,35,29,40,43
GENE-984,NO,12701.7,6288.7,6413,1.02,0,8.2e-01,1.0e+00,0.9877,3888,6427,6332,6107,6659,6025,6555
GENE-12826,NO,257.3,126,131.3,1.043,0.1,8.2e-01,1.0e+00,0.9877,3888,114,155,109,131,95,168
GENE-14224,NO,74.7,36.7,38,1.036,0.1,8.2e-01,1.0e+00,0.9877,3889,39,30,41,43,33,38
GENE-17703,NO,27,14,13,0.93,-0.1,8.2e-01,1.0e+00,0.9877,3890,13,13,16,21,6,12
GENE-5781,NO,1150.3,568.7,581.7,1.023,0,8.2e-01,1.0e+00,0.9877,3891,558,563,585,643,545,557
GENE-3852,NO,52.3,27,25.3,0.938,-0.1,8.2e-01,1.0e+00,0.9877,3892,32,33,16,19,37,20
GENE-5337,NO,60.3,31.3,29,0.925,-0.1,8.2e-01,1.0e+00,0.9877,3893,35,31,28,10,41,36
GENE-9886,YES,1104.7,534.3,570.3,1.068,0.1,8.2e-01,1.0e+00,0.9877,3894,833,276,494,677,430,604
GENE-16268,NO,96.7,49,47.7,0.973,0,8.2e-01,1.0e+00,0.9877,3895,49,53,45,47,50,46
GENE-7379,NO,934.3,457,477.3,1.045,0.1,8.2e-01,1.0e+00,0.9877,3896,537,355,479,617,332,483
GENE-4473,NO,304,154,150,0.974,0,8.2e-01,1.0e+00,0.9877,3897,176,150,136,161,148,141
GENE-6278,NO,1672.3,827.3,845,1.022,0,8.2e-01,1.0e+00,0.9877,3898,866,762,854,874,812,849
GENE-13123,NO,46.3,23.7,22.7,0.958,-0.1,8.2e-01,1.0e+00,0.9877,3899,22,30,19,19,27,22
GENE-17432,NO,2948,1408,1540,1.094,0.1,8.2e-01,1.0e+00,0.9877,3900,613,2521,1090,2078,869,1673
GENE-18942,NO,8226,4062,4164,1.025,0,8.2e-01,1.0e+00,0.9877,3901,4548,3676,3962,4517,3650,4325
GENE-18939,NO,302.3,154,148.3,0.962,-0.1,8.2e-01,1.0e+00,0.9877,3902,191,136,135,170,110,165
GENE-3140,NO,6335.3,3278.3,3057,0.933,-0.1,8.2e-01,1.0e+00,0.9877,3903,1972,2534,5329,3154,4057,1960
GENE-1006,NO,998.7,507,491.7,0.97,0,8.2e-01,1.0e+00,0.9877,3904,502,429,590,488,419,568
GENE-12416,NO,169,87.7,81.3,0.931,-0.1,8.2e-01,1.0e+00,0.9877,3905,124,75,64,63,134,47
GENE-13593,NO,691.7,339,352.7,1.04,0.1,8.2e-01,1.0e+00,0.9877,3906,345,245,427,422,312,324
GENE-14473,NO,60.7,29.3,31.3,1.068,0.1,8.2e-01,1.0e+00,0.9877,3907,23,29,36,50,18,26
GENE-13425,NO,2641,1286.3,1354.7,1.053,0.1,8.2e-01,1.0e+00,0.9877,3908,1247,1541,1071,2048,1044,972
GENE-14726,NO,78.7,40.3,38.3,0.949,-0.1,8.2e-01,1.0e+00,0.9877,3909,42,31,48,33,55,27
GENE-11871,NO,455.7,231,224.7,0.972,0,8.2e-01,1.0e+00,0.9877,3910,244,258,191,213,250,211
GENE-17553,NO,154.7,75.7,79,1.044,0.1,8.2e-01,1.0e+00,0.9877,3911,68,57,102,85,65,87
GENE-18406,NO,330.3,168.7,161.7,0.957,-0.1,8.2e-01,1.0e+00,0.9877,3912,218,177,111,145,149,191
GENE-1321,NO,886.3,448,438.3,0.978,0,8.2e-01,1.0e+00,0.9877,3913,480,463,401,442,422,451
GENE-16127,NO,75.3,36,39.3,1.091,0.1,8.2e-01,1.0e+00,0.9877,3914,41,21,46,14,61,43
GENE-6629,NO,23,11,12,1.089,0.1,8.2e-01,1.0e+00,0.9879,3916,14,12,7,16,16,4
GENE-6493,NO,370.7,189.7,181,0.953,-0.1,8.2e-01,1.0e+00,0.9879,3917,244,209,116,154,171,218
GENE-6268,NO,57.3,29.3,28,0.955,-0.1,8.2e-01,1.0e+00,0.9879,3918,34,22,32,37,24,23
GENE-7350,NO,118.3,53.3,65,1.214,0.3,8.2e-01,1.0e+00,0.9879,3919,0,18,142,56,91,48
GENE-2784,NO,130.3,63.3,67,1.057,0.1,8.2e-01,1.0e+00,0.9879,3920,63,70,57,92,74,35
GENE-6073,NO,165.3,81.3,84,1.036,0.1,8.2e-01,1.0e+00,0.9879,3921,81,62,101,82,93,77
GENE-9472,NO,83.7,43.3,40.3,0.932,-0.1,8.2e-01,1.0e+00,0.9879,3922,62,43,25,32,27,62
GENE-2343,NO,145.3,74.7,70.7,0.95,-0.1,8.2e-01,1.0e+00,0.9879,3923,71,87,66,41,95,76
GENE-14123,NO,167,82.3,84.7,1.028,0,8.2e-01,1.0e+00,0.988,3924,84,92,71,79,81,94
GENE-8313,NO,1758.7,863,895.7,1.038,0.1,8.2e-01,1.0e+00,0.988,3925,666,787,1136,771,884,1032
GENE-8094,NO,705,345,360,1.044,0.1,8.2e-01,1.0e+00,0.988,3926,299,314,422,254,484,342
GENE-3361,NO,1043.7,514.3,529.3,1.03,0,8.2e-01,1.0e+00,0.988,3927,525,567,451,625,439,524
GENE-13941,NO,2008,1015,993,0.978,0,8.2e-01,1.0e+00,0.9889,3932,994,1009,1042,904,1116,959
GENE-4596,NO,30.3,15.7,14.7,0.937,-0.1,8.2e-01,1.0e+00,0.9889,3933,16,16,15,8,12,24
GENE-1649,NO,11569.7,5719,5850.7,1.023,0,8.2e-01,1.0e+00,0.9889,3934,5187,5662,6308,6464,5276,5812
GENE-14303,NO,294.7,144.7,150,1.038,0.1,8.2e-01,1.0e+00,0.9893,3936,105,147,182,133,175,142
GENE-3103,NO,20.7,10.7,10,0.939,-0.1,8.2e-01,1.0e+00,0.9893,3937,9,10,13,13,5,12
GENE-2983,NO,186.7,92.3,94.3,1.025,0,8.2e-01,1.0e+00,0.9893,3938,94,92,91,83,96,104
GENE-151,NO,104.7,53.3,51.3,0.963,-0.1,8.3e-01,1.0e+00,0.9898,3941,62,60,38,45,59,50
GENE-19242,NO,826.3,423.7,402.7,0.95,-0.1,8.3e-01,1.0e+00,0.9898,3942,589,296,386,544,377,287
GENE-9468,NO,128.3,66,62.3,0.945,-0.1,8.3e-01,1.0e+00,0.9898,3943,81,76,41,89,45,53
GENE-3207,NO,34,17.3,16.7,0.962,-0.1,8.3e-01,1.0e+00,0.9898,3944,20,16,16,18,19,13
GENE-14871,NO,71.3,37,34.3,0.928,-0.1,8.3e-01,1.0e+00,0.9898,3945,25,39,47,60,19,24
GENE-10402,NO,74.7,38.3,36.3,0.949,-0.1,8.3e-01,1.0e+00,0.9898,3946,32,48,35,37,22,50
GENE-6188,NO,772,381.3,390.7,1.024,0,8.3e-01,1.0e+00,0.9898,3947,341,421,382,363,432,377
GENE-4212,NO,623,314.7,308.3,0.981,0,8.3e-01,1.0e+00,0.99,3949,321,318,305,302,312,311
GENE-16230,NO,597.3,303.3,294,0.969,0,8.3e-01,1.0e+00,0.99,3950,288,297,325,284,369,229
GENE-19052,NO,5107.3,2529.7,2577.7,1.019,0,8.3e-01,1.0e+00,0.99,3951,2451,2715,2423,2589,2575,2569
GENE-15660,NO,1868.7,925,943.7,1.02,0,8.3e-01,1.0e+00,0.99,3952,861,975,939,893,947,991
GENE-7855,NO,34.7,17.7,17,0.963,-0.1,8.3e-01,1.0e+00,0.99,3953,18,19,16,14,16,21
GENE-8512,NO,80,38.3,41.7,1.085,0.1,8.3e-01,1.0e+00,0.99,3954,55,36,24,40,69,16
GENE-7154,NO,360.7,182.3,178.3,0.978,0,8.3e-01,1.0e+00,0.99,3955,193,181,173,169,169,197
GENE-9765,NO,326,165.7,160.3,0.966,0,8.3e-01,1.0e+00,0.99,3956,221,143,133,170,152,159
GENE-14521,NO,72.3,35.7,36.7,1.028,0,8.3e-01,1.0e+00,0.99,3957,40,34,33,36,37,37
GENE-18474,NO,501,253.7,247.3,0.975,0,8.3e-01,1.0e+00,0.99,3958,226,298,237,271,232,239
GENE-15664,NO,1275.7,628,647.7,1.032,0,8.3e-01,1.0e+00,0.99,3959,464,731,689,701,597,645
GENE-7339,NO,1286,635,651,1.025,0,8.3e-01,1.0e+00,0.99,3960,719,600,586,661,566,726
GENE-99,NO,63.3,34,29.3,0.864,-0.2,8.3e-01,1.0e+00,0.99,3961,4,86,12,24,20,44
GENE-5026,NO,239.3,116,123.3,1.063,0.1,8.3e-01,1.0e+00,0.99,3962,77,122,149,70,112,188
GENE-11666,NO,110.3,56.3,54,0.96,-0.1,8.3e-01,1.0e+00,0.99,3963,66,58,45,56,38,68
GENE-6995,NO,1620,823.7,796.3,0.967,0,8.3e-01,1.0e+00,0.99,3964,853,724,894,925,570,894
GENE-10623,NO,29.3,14.3,15,1.045,0.1,8.3e-01,1.0e+00,0.99,3965,12,16,15,13,20,12
GENE-8834,NO,18246.7,9217.7,9029,0.98,0,8.3e-01,1.0e+00,0.99,3966,9935,8330,9388,9006,8242,9839
GENE-2143,NO,671.7,344,327.7,0.952,-0.1,8.3e-01,1.0e+00,0.99,3967,265,363,404,251,239,493
GENE-616,NO,146.3,74.3,72,0.969,0,8.3e-01,1.0e+00,0.99,3968,86,64,73,86,71,59
GENE-7229,NO,111.7,54.7,57,1.042,0.1,8.3e-01,1.0e+00,0.99,3969,63,53,48,67,67,37
GENE-8517,NO,240,116.7,123.3,1.055,0.1,8.3e-01,1.0e+00,0.99,3970,120,125,105,92,79,199
GENE-16224,NO,1832.7,902.3,930.3,1.031,0,8.3e-01,1.0e+00,0.99,3971,1011,1021,675,1051,872,868
GENE-14503,NO,125.7,63.7,62,0.974,0,8.3e-01,1.0e+00,0.99,3972,72,54,65,60,64,62
GENE-18439,NO,768,380,388,1.021,0,8.3e-01,1.0e+00,0.99,3973,396,374,370,430,373,361
GENE-5120,NO,67,32.3,34.7,1.071,0.1,8.3e-01,1.0e+00,0.99,3974,23,53,21,30,51,23
GENE-6212,NO,691,334.3,356.7,1.067,0.1,8.3e-01,1.0e+00,0.99,3975,542,319,142,335,359,376
GENE-5917,NO,438.3,221.7,216.7,0.978,0,8.3e-01,1.0e+00,0.99,3976,232,207,226,230,188,232
GENE-3241,NO,761.3,375.7,385.7,1.025,0,8.3e-01,1.0e+00,0.99,3977,371,358,398,314,407,436
GENE-5562,NO,1343.7,650,693.7,1.067,0.1,8.3e-01,1.0e+00,0.99,3978,985,580,385,483,531,1067
GENE-13655,NO,2400.3,1248.7,1151.7,0.922,-0.1,8.3e-01,1.0e+00,0.99,3979,1362,1706,678,412,1608,1435
GENE-10080,NO,116.7,57.3,59.3,1.034,0,8.3e-01,1.0e+00,0.99,3980,56,52,64,52,76,50
GENE-17383,NO,17829,9113.3,8715.7,0.956,-0.1,8.3e-01,1.0e+00,0.99,3981,13018,7974,6348,6632,10339,9176
GENE-19881,NO,34,16.7,17.3,1.04,0.1,8.3e-01,1.0e+00,0.99,3982,21,14,15,20,17,15
GENE-2155,NO,330,163,167,1.026,0,8.3e-01,1.0e+00,0.99,3983,143,171,175,141,188,172
GENE-12205,NO,248,121.7,126.3,1.04,0.1,8.3e-01,1.0e+00,0.99,3984,90,164,111,128,149,102
GENE-12323,NO,1989.7,1010,979.7,0.97,0,8.4e-01,1.0e+00,0.99,3985,984,1087,959,1263,908,768
GENE-19263,NO,21.3,11,10.3,0.94,-0.1,8.4e-01,1.0e+00,0.99,3986,5,15,13,9,10,12
GENE-19299,NO,542,265.7,276.3,1.04,0.1,8.4e-01,1.0e+00,0.99,3987,254,191,352,256,231,342
GENE-17497,NO,63.3,31,32.3,1.043,0.1,8.4e-01,1.0e+00,0.99,3988,40,26,27,24,32,41
GENE-3304,NO,1660.7,818.3,842.3,1.03,0,8.4e-01,1.0e+00,0.99,3989,762,814,879,795,1066,666
GENE-3836,NO,207.3,105,102.3,0.975,0,8.4e-01,1.0e+00,0.99,3990,99,118,98,111,88,108
GENE-683,NO,542,274.7,267.3,0.973,0,8.4e-01,1.0e+00,0.99,3991,274,235,315,237,249,316
GENE-13085,NO,732.7,371,361.7,0.975,0,8.4e-01,1.0e+00,0.99,3992,390,372,351,292,405,388
GENE-12754,NO,508,257,251,0.977,0,8.4e-01,1.0e+00,0.99,3993,274,281,216,238,246,269
GENE-14997,NO,98,47.7,50.3,1.056,0.1,8.4e-01,1.0e+00,0.99,3994,42,73,28,63,40,48
GENE-13691,NO,1205.3,593,612.3,1.033,0,8.4e-01,1.0e+00,0.99,3995,776,494,509,576,705,556
GENE-17230,NO,212.3,107.7,104.7,0.975,0,8.4e-01,1.0e+00,0.99,3996,91,107,125,105,111,98
GENE-11677,NO,67,34.3,32.7,0.951,-0.1,8.4e-01,1.0e+00,0.99,3997,23,53,27,30,35,33
GENE-15824,NO,333.7,159.7,174,1.087,0.1,8.4e-01,1.0e+00,0.99,3998,222,198,59,80,255,187
GENE-4102,NO,118,60,58,0.967,0,8.4e-01,1.0e+00,0.9901,3999,56,55,69,74,47,53
GENE-5718,NO,175,86,89,1.038,0.1,8.4e-01,1.0e+00,0.9905,4002,79,82,97,61,114,92
GENE-12662,NO,1447.7,717.3,730.3,1.018,0,8.4e-01,1.0e+00,0.9908,4004,697,697,758,728,737,726
GENE-13880,NO,6274.3,3107.3,3167,1.019,0,8.4e-01,1.0e+00,0.9908,4005,3423,2806,3093,3141,3179,3181
GENE-13219,NO,859.7,449.7,410,0.912,-0.1,8.4e-01,1.0e+00,0.9908,4006,491,175,683,305,181,744
GENE-7530,NO,11791,6025.3,5765.7,0.957,-0.1,8.4e-01,1.0e+00,0.9908,4007,4269,6804,7003,4066,5144,8087
GENE-6322,NO,27.3,14,13.3,0.952,-0.1,8.4e-01,1.0e+00,0.9908,4008,15,9,18,14,16,10
GENE-10095,NO,3656,1804.7,1851.3,1.026,0,8.4e-01,1.0e+00,0.9908,4009,1443,2029,1942,1651,1980,1923
GENE-12434,NO,540.7,280,260.7,0.932,-0.1,8.4e-01,1.0e+00,0.9908,4010,163,169,508,299,305,178
GENE-10206,NO,237,120.3,116.7,0.972,0,8.4e-01,1.0e+00,0.9908,4011,137,93,131,109,130,111
GENE-1048,NO,2544.3,1283.3,1261,0.983,0,8.4e-01,1.0e+00,0.9911,4013,1271,1358,1221,1251,1258,1274
GENE-18308,NO,2376.7,1172.3,1204.3,1.028,0,8.4e-01,1.0e+00,0.9911,4014,1049,1331,1137,1127,1008,1478
GENE-7762,NO,191.3,96.7,94.7,0.979,0,8.4e-01,1.0e+00,0.9911,4015,93,104,93,97,91,96
GENE-7992,NO,6900.7,3501.3,3399.3,0.971,0,8.4e-01,1.0e+00,0.9911,4016,4105,3564,2835,4169,3177,2852
GENE-14638,NO,216.3,107,109.3,1.025,0,8.4e-01,1.0e+00,0.9911,4017,107,123,91,120,103,105
GENE-12508,NO,37.3,18.3,19,1.036,0.1,8.4e-01,1.0e+00,0.9911,4018,15,17,23,18,19,20
GENE-14076,NO,1244,630.7,613.3,0.972,0,8.4e-01,1.0e+00,0.9911,4019,659,555,678,641,473,726
GENE-10315,NO,2220,1123,1097,0.977,0,8.4e-01,1.0e+00,0.9911,4020,1083,1332,954,1118,1156,1017
GENE-18092,NO,29.3,15,14.3,0.955,-0.1,8.4e-01,1.0e+00,0.9911,4021,15,15,15,9,20,14
GENE-8269,NO,80.7,37.3,43.3,1.161,0.2,8.4e-01,1.0e+00,0.9912,4022,2,97,13,67,24,39
GENE-7714,NO,238,120.7,117.3,0.975,0,8.4e-01,1.0e+00,0.9912,4023,134,108,120,111,139,102
GENE-11952,NO,38.7,19,19.7,1.035,0,8.4e-01,1.0e+00,0.9914,4025,22,20,15,22,17,20
GENE-11609,NO,624,308,316,1.026,0,8.4e-01,1.0e+00,0.9914,4026,312,363,249,332,278,338
GENE-8503,NO,892.7,440.3,452.3,1.028,0,8.4e-01,1.0e+00,0.9914,4027,450,379,492,462,362,533
GENE-19382,NO,752.3,372.7,379.7,1.019,0,8.4e-01,1.0e+00,0.9914,4028,391,343,384,389,377,373
GENE-17832,NO,67.7,34.7,33,0.953,-0.1,8.4e-01,1.0e+00,0.9914,4029,40,42,22,45,24,30
GENE-6243,NO,3039.3,1466.3,1573,1.073,0.1,8.4e-01,1.0e+00,0.9914,4030,1121,1980,1298,757,1098,2864
GENE-17826,NO,35.3,18,17.3,0.963,-0.1,8.4e-01,1.0e+00,0.9914,4031,18,20,16,14,23,15
GENE-8324,NO,36.3,18.7,17.7,0.946,-0.1,8.4e-01,1.0e+00,0.9914,4032,15,13,28,20,22,11
GENE-6295,NO,1843.7,910.7,933,1.024,0,8.4e-01,1.0e+00,0.9914,4033,950,838,944,1004,749,1046
GENE-2398,NO,720,364,356,0.978,0,8.4e-01,1.0e+00,0.9914,4034,424,348,320,347,343,378
GENE-3345,NO,813,402,411,1.021,0,8.5e-01,1.0e+00,0.9914,4035,441,410,355,370,443,420
GENE-5428,NO,398.3,197,201.3,1.022,0,8.5e-01,1.0e+00,0.9914,4036,184,206,201,225,204,175
GENE-4249,NO,1340.7,678.3,662.3,0.976,0,8.5e-01,1.0e+00,0.9914,4037,617,756,662,587,791,609
GENE-11878,NO,108,54.7,53.3,0.976,0,8.5e-01,1.0e+00,0.9914,4038,55,49,60,49,52,59
GENE-10821,NO,1371.7,694,677.7,0.976,0,8.5e-01,1.0e+00,0.9914,4039,636,624,822,636,627,770
GENE-7235,NO,680,343.3,336.7,0.98,0,8.5e-01,1.0e+00,0.9914,4040,336,353,341,371,344,295
GENE-8478,NO,1038.7,531,507.7,0.956,-0.1,8.5e-01,1.0e+00,0.9914,4041,549,405,639,475,732,316
GENE-9320,NO,297,147,150,1.023,0,8.5e-01,1.0e+00,0.9914,4042,152,128,161,163,133,154
GENE-19949,NO,1071.7,526,545.7,1.038,0.1,8.5e-01,1.0e+00,0.9914,4043,347,671,560,516,652,469
GENE-6137,NO,38.3,19.7,18.7,0.95,-0.1,8.5e-01,1.0e+00,0.9914,4044,25,11,23,18,14,24
GENE-15127,NO,739.3,373.3,366,0.98,0,8.5e-01,1.0e+00,0.9914,4045,343,381,396,327,406,365
GENE-11843,NO,1536.7,776,760.7,0.98,0,8.5e-01,1.0e+00,0.9914,4046,830,824,674,772,724,786
GENE-15703,NO,94.7,48.3,46.3,0.959,-0.1,8.5e-01,1.0e+00,0.9914,4047,46,63,36,60,47,32
GENE-1325,NO,3425.3,1730,1695.3,0.98,0,8.5e-01,1.0e+00,0.9914,4048,1750,1757,1683,1762,1433,1891
GENE-18284,NO,38.7,19,19.7,1.034,0,8.5e-01,1.0e+00,0.9914,4049,22,16,19,17,24,18
GENE-8810,NO,232.7,118.3,114.3,0.964,-0.1,8.5e-01,1.0e+00,0.9914,4050,94,126,135,112,80,151
GENE-10375,NO,54,26.3,27.7,1.05,0.1,8.5e-01,1.0e+00,0.9914,4051,24,36,19,18,38,27
GENE-1150,NO,1598.3,792,806.3,1.018,0,8.5e-01,1.0e+00,0.9914,4052,714,847,815,819,809,791
GENE-9624,NO,374.3,190,184.3,0.971,0,8.5e-01,1.0e+00,0.9914,4053,179,152,239,212,181,160
GENE-1553,NO,724.7,365.7,359,0.982,0,8.5e-01,1.0e+00,0.9914,4054,382,357,358,325,368,384
GENE-4974,NO,286,147,139,0.945,-0.1,8.5e-01,1.0e+00,0.9914,4055,210,144,87,152,188,77
GENE-16449,NO,375,182.3,192.7,1.059,0.1,8.5e-01,1.0e+00,0.9914,4056,138,245,164,95,298,185
GENE-3502,NO,920.3,465.3,455,0.977,0,8.5e-01,1.0e+00,0.9914,4057,498,511,387,459,407,499
GENE-6634,NO,9186.3,4554,4632.3,1.017,0,8.5e-01,1.0e+00,0.9914,4058,4471,4930,4261,4442,4563,4892
GENE-14383,NO,347.7,176.3,171.3,0.973,0,8.5e-01,1.0e+00,0.9914,4059,150,210,169,144,206,164
GENE-4865,NO,175.7,90.3,85.3,0.945,-0.1,8.5e-01,1.0e+00,0.9914,4060,65,94,112,137,45,74
GENE-18971,NO,62.3,32.3,30,0.927,-0.1,8.5e-01,1.0e+00,0.9914,4061,26,12,59,19,34,37
GENE-15156,NO,426,215.3,210.7,0.978,0,8.5e-01,1.0e+00,0.9917,4063,241,197,208,241,196,195
GENE-16078,NO,634.7,320.7,314,0.98,0,8.5e-01,1.0e+00,0.9917,4064,300,315,347,285,303,354
GENE-19515,NO,2558.3,1268.3,1290,1.017,0,8.5e-01,1.0e+00,0.992,4066,1223,1299,1283,1272,1201,1397
GENE-2904,NO,192.7,95,97.7,1.031,0,8.5e-01,1.0e+00,0.9929,4071,108,79,98,108,113,72
GENE-10856,NO,1766.3,891,875.3,0.983,0,8.5e-01,1.0e+00,0.9933,4074,873,959,841,876,912,838
GENE-13296,NO,337,167,170,1.02,0,8.5e-01,1.0e+00,0.9936,4076,170,161,170,157,158,195
GENE-10158,NO,253.3,125.7,127.7,1.018,0,8.5e-01,1.0e+00,0.9937,4077,130,123,124,124,136,123
GENE-13948,NO,1986.7,984,1002.7,1.019,0,8.5e-01,1.0e+00,0.9939,4079,925,1072,955,943,957,1108
GENE-16012,NO,30,14.7,15.3,1.045,0.1,8.5e-01,1.0e+00,0.9939,4080,17,13,14,19,18,9
GENE-176,NO,1065,528,537,1.018,0,8.5e-01,1.0e+00,0.9939,4081,525,516,543,521,501,589
GENE-12169,NO,182.7,92.7,90,0.972,0,8.5e-01,1.0e+00,0.9939,4082,116,82,80,105,76,89
GENE-15574,NO,1922.3,972.7,949.7,0.976,0,8.5e-01,1.0e+00,0.9939,4083,971,1168,779,871,960,1018
GENE-2609,NO,158.7,78,80.7,1.034,0,8.6e-01,1.0e+00,0.9939,4084,91,92,51,76,91,75
GENE-542,NO,27.3,13.3,14,1.05,0.1,8.6e-01,1.0e+00,0.9941,4086,14,13,13,22,9,11
GENE-3666,NO,34,16.7,17.3,1.04,0.1,8.6e-01,1.0e+00,0.9941,4087,15,23,12,18,15,19
GENE-7211,NO,38,18.7,19.3,1.036,0.1,8.6e-01,1.0e+00,0.9941,4088,23,20,13,19,21,18
GENE-15594,NO,2478.7,1251.7,1227,0.981,0,8.6e-01,1.0e+00,0.9941,4089,1315,1297,1143,1398,1201,1082
GENE-15080,NO,635,323.7,311.3,0.964,-0.1,8.6e-01,1.0e+00,0.9943,4090,359,405,207,252,296,386
GENE-5174,NO,51.7,26.3,25.3,0.962,-0.1,8.6e-01,1.0e+00,0.9943,4091,22,19,38,25,24,27
GENE-16045,NO,67.3,33,34.3,1.04,0.1,8.6e-01,1.0e+00,0.9946,4094,24,48,27,36,29,38
GENE-7327,NO,266.7,129.7,137,1.055,0.1,8.6e-01,1.0e+00,0.9946,4095,129,115,145,163,56,192
GENE-16505,NO,58.7,30,28.7,0.956,-0.1,8.6e-01,1.0e+00,0.9946,4096,25,28,37,38,16,32
GENE-441,NO,677.3,335,342.3,1.021,0,8.6e-01,1.0e+00,0.9946,4097,340,326,339,332,406,289
GENE-11695,NO,87.7,44.7,43,0.963,-0.1,8.6e-01,1.0e+00,0.9946,4098,55,52,27,44,48,37
GENE-5822,NO,1058,524.3,533.7,1.018,0,8.6e-01,1.0e+00,0.9946,4099,550,541,482,581,515,505
GENE-13639,NO,57,29,28,0.965,-0.1,8.6e-01,1.0e+00,0.9946,4100,25,25,37,36,25,23
GENE-19181,NO,25.3,13,12.3,0.949,-0.1,8.6e-01,1.0e+00,0.9946,4101,17,15,7,8,14,15
GENE-6443,NO,3565,1816,1749,0.963,-0.1,8.6e-01,1.0e+00,0.9946,4102,2653,1446,1349,1521,2157,1569
GENE-11601,NO,382,189.3,192.7,1.019,0,8.6e-01,1.0e+00,0.9946,4103,171,209,188,183,182,213
GENE-5636,NO,376.3,183.3,193,1.054,0.1,8.6e-01,1.0e+00,0.9946,4104,99,285,166,124,236,219
GENE-2790,NO,1337.3,679.3,658,0.969,0,8.6e-01,1.0e+00,0.9946,4105,490,949,599,681,634,659
GENE-16968,NO,1879.7,931,948.7,1.019,0,8.6e-01,1.0e+00,0.9946,4106,1056,805,932,899,1024,923
GENE-5882,NO,798.7,403.3,395.3,0.98,0,8.6e-01,1.0e+00,0.9946,4107,472,350,388,418,381,387
GENE-5762,NO,80.7,41.3,39.3,0.952,-0.1,8.6e-01,1.0e+00,0.9946,4108,40,62,22,47,43,28
