name,state,FDR,A1,A2,A3,B1,B2,B3
GENE-16798,NO,1,0,0,0,0,0,0
GENE-16799,NO,1,0,0,0,0,0,0
GENE-16800,NO,1,0,0,0,0,0,0
GENE-16801,NO,1,0,0,0,0,0,0
GENE-16802,NO,1,0,0,0,0,0,0
GENE-16803,NO,1,28,42,43,36,29,29
GENE-16804,NO,1,0,0,0,0,0,0
GENE-16805,NO,1,1017,1422,1520,1135,1171,1009
GENE-16806,NO,1,0,0,0,0,0,0
GENE-16807,NO,1,0,0,0,0,0,0
GENE-16808,NO,1,0,0,0,0,0,0
GENE-16809,NO,1,1,1,0,0,1,1
GENE-16810,NO,1,0,0,0,0,0,0
GENE-16811,YES,1,0,0,0,0,0,0
GENE-16812,NO,1,19,12,21,16,23,25
GENE-16813,NO,1,0,0,0,0,0,0
GENE-16814,NO,1,0,0,0,0,0,0
GENE-16815,NO,1,0,0,0,0,0,0
GENE-16816,NO,1,0,0,0,0,0,0
GENE-16817,NO,1,106,136,240,122,127,143
GENE-16818,NO,1,0,0,1,0,0,0
GENE-16819,NO,1,0,0,0,0,0,0
GENE-16820,NO,1,679,594,855,578,657,707
GENE-16821,NO,1,0,0,0,0,0,0
GENE-16822,NO,1,0,0,0,0,0,0
GENE-16823,NO,1,0,0,0,0,0,0
GENE-16824,NO,1,0,0,0,0,0,0
GENE-16825,NO,1,272,332,305,282,280,305
GENE-16826,NO,1,0,0,0,0,0,0
GENE-16827,NO,1,0,0,0,0,0,0
GENE-16828,NO,1,3742,3310,6127,3814,4947,4065
GENE-16829,NO,1,0,0,0,0,0,0
GENE-16830,NO,1,0,0,0,0,0,0
GENE-16831,NO,1,0,0,0,0,0,0
GENE-16832,NO,1,0,0,0,0,0,0
GENE-16833,NO,1,0,0,0,0,0,0
GENE-16834,NO,1,83,67,44,41,57,63
GENE-16835,NO,1,5,3,4,6,4,11
GENE-16836,NO,1,0,0,0,0,0,2
GENE-16837,NO,1,0,0,0,0,0,0
GENE-16838,NO,1,0,0,0,0,0,0
GENE-16839,NO,1,58,46,60,51,72,67
GENE-16840,NO,1,120,120,84,73,98,73
GENE-16841,NO,1,0,0,0,0,0,0
GENE-16842,NO,1,0,0,0,0,0,0
GENE-16843,NO,1,32,33,30,38,26,29
GENE-16844,NO,1,0,0,0,0,0,0
GENE-16845,NO,1,0,0,0,0,0,0
GENE-16847,NO,1,1,0,3,2,0,0
GENE-16848,YES,1,0,1,0,0,0,0
GENE-16849,NO,1,0,0,0,0,0,0
GENE-16850,NO,1,0,0,0,0,0,0
GENE-16851,NO,1,0,0,0,0,0,0
GENE-16852,NO,1,0,0,0,0,0,0
GENE-16853,NO,1,0,0,0,0,0,0
GENE-16854,NO,1,68,90,89,105,73,62
GENE-16855,NO,1,465,404,490,429,466,415
GENE-16856,NO,1,0,0,0,0,0,0
GENE-16857,NO,1,0,0,0,0,0,0
GENE-16858,NO,1,1350,1204,982,471,820,1814
GENE-16859,NO,1,0,0,0,0,0,0
GENE-16860,NO,1,17,11,13,10,14,8
GENE-16861,NO,1,0,0,0,0,0,0
GENE-16862,NO,1,0,0,0,0,0,0
GENE-16863,NO,1,0,0,0,0,0,0
GENE-16864,NO,1,0,0,0,0,0,0
GENE-16865,NO,1,0,0,0,0,0,0
GENE-16866,NO,1,0,0,0,0,0,0
GENE-16867,NO,1,0,0,0,0,0,0
GENE-16868,NO,1,0,0,0,0,0,0
GENE-16869,NO,1,448,371,747,260,577,328
GENE-16870,NO,1,0,0,0,0,0,0
GENE-16871,NO,1,0,0,0,0,0,0
GENE-16872,NO,1,0,0,0,0,0,0
GENE-16874,YES,1,0,0,0,0,0,0
GENE-16875,YES,1,0,0,0,0,0,0
GENE-16876,NO,1,567,595,627,710,654,584
GENE-16877,NO,1,0,0,0,0,0,0
GENE-16878,NO,1,597,717,824,692,738,635
GENE-16879,NO,1,0,1,1,1,0,0
GENE-16880,NO,1,1,3,1,3,2,4
GENE-16881,NO,1,0,0,0,0,0,0
GENE-16882,NO,1,11,21,22,8,16,15
GENE-16883,NO,1,647,523,697,652,649,562
GENE-16884,NO,1,19,19,11,31,25,22
GENE-16885,NO,1,21,37,68,43,12,22
GENE-16886,NO,1,0,0,0,0,0,0
GENE-16887,NO,1,18,19,24,26,18,10
GENE-16888,NO,1,0,0,0,0,0,0
GENE-16889,NO,1,0,0,0,0,0,0
GENE-16890,NO,1,0,0,0,0,0,0
GENE-16891,NO,1,0,0,0,0,0,0
GENE-16892,NO,1,77,127,73,88,92,46
GENE-16893,NO,1,145,157,146,190,190,177
GENE-16894,NO,1,0,0,0,0,0,0
GENE-16895,NO,1,0,0,0,0,0,0
GENE-16896,NO,1,0,0,0,0,0,0
GENE-16897,NO,1,0,0,0,0,0,0
GENE-16898,NO,1,0,0,0,0,0,0
GENE-16899,NO,1,0,0,0,0,0,0
GENE-16900,NO,1,0,0,0,0,0,0
GENE-16901,NO,1,0,0,0,0,0,0
GENE-16902,NO,1,4,5,9,10,1,4
GENE-16903,NO,1,11,13,15,14,7,14
GENE-16904,NO,1,4,3,7,3,9,4
GENE-16905,NO,1,0,0,0,0,0,0
GENE-16906,NO,1,0,0,0,3,2,3
GENE-16907,NO,1,3,1,0,1,3,1
GENE-16908,NO,1,0,0,0,0,0,0
GENE-16909,NO,1,562,537,504,447,514,417
GENE-16910,YES,1,0,0,1,1,1,1
GENE-16911,NO,1,1,0,3,0,1,2
GENE-16912,NO,1,19,7,23,15,13,16
GENE-16913,NO,1,0,0,0,0,0,0
GENE-16914,NO,1,0,0,0,0,0,0
GENE-16915,NO,1,0,0,0,0,0,0
GENE-16916,NO,1,0,0,0,0,0,0
GENE-16917,NO,1,0,0,0,0,0,0
GENE-16918,NO,1,3,1,0,0,0,2
GENE-16919,NO,1,486,161,670,263,638,857
GENE-16920,NO,1,345,342,342,339,338,346
GENE-16922,NO,1,0,0,0,0,0,0
GENE-16923,NO,1,90,95,73,77,79,108
GENE-16924,YES,1,0,0,0,0,0,0
GENE-16925,NO,1,0,0,0,0,0,0
GENE-16926,NO,1,21,14,12,10,11,17
GENE-16927,NO,1,11188,9078,9516,10648,9436,8641
GENE-16928,NO,1,0,0,0,0,0,0
GENE-16929,NO,1,0,0,0,0,0,0
GENE-16930,NO,1,0,0,0,0,0,0
GENE-16931,NO,1,0,0,0,0,0,0
GENE-16932,NO,1,0,0,0,0,0,0
GENE-16933,NO,1,0,0,0,0,0,0
GENE-16934,NO,1,16,12,12,5,10,6
GENE-16935,NO,1,5,2,2,4,3,2
GENE-16936,NO,1,0,0,0,0,0,0
GENE-16937,NO,1,437,361,400,388,328,298
GENE-16938,NO,1,0,3,1,0,1,1
GENE-16939,NO,1,309,507,264,277,285,363
GENE-16940,NO,1,17,15,17,18,31,25
GENE-16941,NO,1,0,0,0,0,0,0
GENE-16942,NO,1,0,0,0,0,0,0
GENE-16943,NO,1,54,60,59,72,70,40
GENE-16944,NO,1,0,0,0,0,0,0
GENE-16945,NO,1,8,4,0,3,6,4
GENE-16946,NO,1,410,404,388,375,310,366
GENE-16947,YES,1,0,0,0,0,0,0
GENE-16948,NO,1,339,372,270,420,414,425
GENE-16949,NO,1,0,0,0,0,0,0
GENE-16950,NO,1,0,0,0,0,0,0
GENE-16951,NO,1,0,0,0,0,0,0
GENE-16952,NO,1,0,0,0,0,0,0
GENE-16953,NO,1,0,0,0,0,0,0
GENE-16954,NO,1,5,21,10,20,18,15
GENE-16955,NO,1,0,0,0,0,0,0
GENE-16956,NO,1,74,52,78,63,71,81
GENE-16957,NO,1,0,0,0,0,0,0
GENE-16958,NO,1,3,2,1,3,5,1
GENE-16959,NO,1,13,21,12,13,8,12
GENE-16960,NO,1,0,0,0,0,0,0
GENE-16961,NO,1,1042,650,1227,452,677,1124
GENE-16962,NO,1,1,2,1,1,6,1
GENE-16963,NO,1,0,0,0,0,0,0
GENE-16964,NO,1,0,0,0,0,0,0
GENE-16965,NO,1,0,0,0,0,0,0
GENE-16966,NO,1,0,0,0,0,0,0
GENE-16967,NO,1,61,36,29,44,37,22
GENE-16968,NO,1,1059,805,929,898,1030,920
GENE-16969,NO,1,0,0,0,0,0,0
GENE-16970,NO,1,0,0,0,0,0,0
GENE-16971,NO,1,0,0,0,0,0,0
GENE-16972,NO,1,696,424,904,958,785,737
GENE-16973,YES,1,0,0,0,0,0,0
GENE-16974,NO,1,10,11,17,17,12,14
GENE-16975,NO,1,11,20,24,11,16,15
GENE-16976,NO,1,0,0,0,0,0,0
GENE-16977,NO,1,5,3,8,5,6,2
GENE-16978,NO,1,0,0,1,0,1,0
GENE-16979,NO,1,0,0,0,0,0,0
GENE-16980,NO,1,0,0,0,0,0,0
GENE-16981,NO,1,0,0,0,0,0,0
GENE-16982,NO,1,0,0,0,0,0,0
GENE-16983,NO,1,83,68,76,72,77,76
GENE-16984,NO,1,0,0,0,0,0,0
GENE-16985,NO,1,300,253,224,265,232,246
GENE-16986,NO,1,8,7,5,8,7,1
GENE-16987,NO,1,0,0,0,0,0,0
GENE-16988,NO,1,0,0,0,0,0,0
GENE-16989,NO,1,0,0,0,0,0,0
GENE-16990,NO,1,0,0,0,0,0,0
GENE-16991,NO,1,18,18,10,18,10,17
GENE-16992,NO,1,40,19,24,25,39,21
GENE-16993,NO,1,0,0,0,0,0,0
GENE-16994,NO,1,0,0,0,0,0,0
GENE-16995,NO,1,0,0,0,0,0,0
GENE-16996,NO,1,0,0,0,0,0,0
GENE-16997,NO,1,0,0,0,0,0,0
GENE-16998,NO,1,16,17,14,21,15,15
GENE-16999,NO,1,109,238,204,125,166,139
GENE-17000,NO,1,0,0,0,0,0,0
GENE-17001,NO,1,0,0,0,0,0,0
GENE-17002,NO,1,4,3,4,1,1,1
GENE-17003,NO,1,0,0,0,0,0,0
GENE-17004,NO,1,0,0,0,0,0,0
GENE-17006,NO,1,0,0,0,0,0,0
GENE-17007,NO,1,32,24,39,59,51,54
GENE-17008,NO,1,0,0,0,0,0,0
GENE-17009,NO,1,757,774,844,785,578,720
GENE-17010,NO,1,0,0,0,0,0,0
GENE-17011,NO,1,0,0,0,0,0,0
GENE-17012,NO,1,0,0,0,0,0,0
GENE-17013,NO,1,0,0,0,0,0,0
GENE-17014,NO,1,0,0,0,0,0,0
GENE-17015,NO,1,0,0,0,0,0,0
GENE-17016,NO,1,0,0,0,0,0,0
GENE-17017,NO,1,0,2,1,3,3,2
GENE-17018,NO,1,0,0,0,0,0,0
GENE-17019,NO,1,1,0,1,1,1,0
GENE-17020,NO,1,0,0,0,0,0,0
GENE-17021,NO,1,0,0,0,0,0,0
GENE-17022,NO,1,21,27,15,14,12,15
GENE-17023,NO,1,0,0,0,0,0,0
GENE-17024,NO,1,0,0,0,0,0,0
GENE-17025,NO,1,0,1,1,0,0,0
GENE-17026,NO,1,0,0,0,0,0,0
GENE-17027,NO,1,68,66,71,60,75,68
GENE-17028,NO,1,0,0,0,0,0,0
GENE-17029,NO,1,11,17,8,16,3,11
GENE-17030,NO,1,0,0,0,0,0,0
GENE-17031,NO,1,0,0,0,0,0,0
GENE-17032,NO,1,0,0,0,0,0,0
GENE-17034,NO,1,0,0,0,0,0,0
GENE-17035,NO,1,0,0,0,0,0,0
GENE-17036,NO,1,0,0,0,0,0,0
GENE-17037,NO,1,0,0,0,0,0,0
GENE-17038,NO,1,0,0,0,0,0,0
GENE-17039,NO,1,5,6,8,6,6,5
GENE-17040,NO,1,408,426,386,338,331,344
GENE-17041,NO,1,0,0,0,0,0,0
GENE-17042,NO,1,664,785,927,787,680,896
GENE-17043,NO,1,0,0,0,0,0,0
GENE-17044,NO,1,0,0,0,0,0,0
GENE-17045,NO,1,0,0,0,0,0,0
GENE-17046,NO,1,0,1,0,0,1,0
GENE-17047,NO,1,3,3,5,3,1,5
GENE-17048,NO,1,0,0,0,0,0,0
GENE-17049,NO,1,0,0,0,0,0,0
GENE-17050,NO,1,1,0,4,3,2,0
GENE-17051,NO,1,166,146,149,145,158,146
GENE-17052,NO,1,0,0,0,0,0,0
GENE-17053,NO,1,1,1,1,0,0,1
GENE-17054,NO,1,0,0,0,0,0,0
GENE-17055,NO,1,1255,1048,1079,980,1203,1251
GENE-17056,NO,1,0,0,0,0,0,0
GENE-17057,NO,1,0,0,0,0,0,0
GENE-17058,NO,1,0,0,0,0,0,0
GENE-17059,NO,1,0,0,0,0,0,0
GENE-17060,NO,1,0,0,0,0,0,0
GENE-17061,NO,1,0,0,0,0,0,0
GENE-17062,NO,1,20,17,10,14,19,20
GENE-17063,NO,1,0,0,0,0,0,0
GENE-17064,YES,1,0,0,0,0,0,0
GENE-17065,YES,1,0,0,0,0,0,0
GENE-17066,NO,1,0,0,0,0,0,0
GENE-17067,NO,1,0,0,0,0,0,0
GENE-17068,NO,1,0,0,0,0,0,0
GENE-17069,NO,1,0,0,0,0,0,0
GENE-17070,NO,1,0,1,0,0,0,0
GENE-17071,NO,1,0,0,0,0,0,0
GENE-17072,NO,1,0,0,0,0,0,0
GENE-17073,NO,1,0,0,0,0,0,0
GENE-17074,NO,1,0,0,0,0,0,0
GENE-17075,NO,1,0,0,0,0,0,0
GENE-17076,NO,1,0,0,0,0,0,0
GENE-17077,NO,1,1,0,1,0,1,1
GENE-17078,NO,1,394,387,352,489,377,282
GENE-17079,NO,1,0,0,0,0,0,0
GENE-17080,NO,1,770,879,540,447,407,510
GENE-17081,NO,1,0,0,0,0,0,0
GENE-17082,NO,1,43,47,58,46,61,53
GENE-17083,NO,1,0,0,0,0,0,0
GENE-17084,NO,1,0,0,0,0,0,0
GENE-17085,NO,1,210,145,114,152,139,203
GENE-17086,NO,1,0,0,0,0,0,0
GENE-17087,NO,1,0,0,0,0,0,0
GENE-17088,NO,1,0,0,0,0,0,0
GENE-17089,YES,1,0,0,0,0,0,0
GENE-17090,NO,1,0,0,0,0,0,0
GENE-17091,NO,1,59,109,39,83,73,91
GENE-17092,NO,1,0,0,0,0,0,0
GENE-17093,YES,1,2,2,2,1,1,6
GENE-17094,NO,1,200,104,232,154,119,174
GENE-17095,NO,1,0,0,0,0,0,0
GENE-17096,NO,1,0,0,0,0,0,0
GENE-17097,NO,1,5,5,5,4,7,6
GENE-17098,NO,1,0,0,0,0,0,0
GENE-17099,NO,1,54,61,67,58,65,59
GENE-17100,NO,1,0,0,0,0,0,0
GENE-17101,NO,1,0,0,0,0,0,0
GENE-17102,NO,1,7,13,14,7,7,13
GENE-17103,NO,1,0,0,0,0,0,0
GENE-17104,NO,1,1382,1449,1339,1434,1357,1410
GENE-17105,NO,1,0,0,0,0,0,0
GENE-17106,NO,1,15,22,14,17,15,9
GENE-17107,NO,1,0,0,0,0,0,0
GENE-17108,NO,1,0,0,0,0,0,0
GENE-17109,NO,1,3,3,1,2,1,3
GENE-17110,NO,1,67,83,137,131,93,142
GENE-17111,NO,1,55,57,52,52,41,60
GENE-17112,NO,1,0,0,0,0,0,0
GENE-17113,NO,1,0,0,0,0,0,0
GENE-17114,NO,1,1463,1284,1631,1157,1374,1098
GENE-17115,NO,1,0,0,0,0,0,0
GENE-17116,NO,1,0,0,0,0,0,0
GENE-17117,NO,1,0,0,0,0,0,0
GENE-17118,NO,1,0,0,0,0,0,0
GENE-17119,NO,1,0,0,0,0,0,0
GENE-17120,YES,1,0,0,0,0,0,0
GENE-17121,YES,1,0,0,0,0,0,0
GENE-17122,NO,1,14,40,21,35,24,23
GENE-17123,NO,1,0,0,0,0,0,0
GENE-17124,NO,1,0,1,3,1,1,4
GENE-17125,NO,1,0,0,0,0,0,0
GENE-17126,NO,1,21,19,17,13,24,15
GENE-17127,NO,1,5,5,5,8,3,4
GENE-17128,NO,1,24,32,61,51,7,80
GENE-17129,NO,1,0,0,0,0,0,0
GENE-17130,NO,1,336,221,643,606,445,616
GENE-17131,NO,1,0,0,0,0,0,0
GENE-17132,NO,1,0,0,0,0,0,0
GENE-17133,NO,1,0,1,0,0,0,0
GENE-17134,NO,1,0,0,0,0,0,0
GENE-17135,NO,1,0,0,0,0,0,0
GENE-17136,NO,1,0,0,0,0,0,0
GENE-17137,NO,1,0,0,0,0,0,0
GENE-17138,NO,1,176,169,159,148,121,140
GENE-17139,NO,1,825,533,393,705,800,508
GENE-17140,NO,1,0,0,0,0,0,0
GENE-17141,NO,1,22,14,18,12,25,12
GENE-17142,NO,1,0,0,0,0,0,0
GENE-17143,NO,1,0,0,0,0,0,0
GENE-17144,NO,1,0,0,0,0,0,0
GENE-17145,NO,1,13,11,12,9,5,6
GENE-17146,NO,1,285,251,176,165,100,247
GENE-17147,NO,1,0,0,0,0,0,0
GENE-17148,NO,1,20,19,3,23,9,4
GENE-17149,NO,1,0,0,0,0,0,0
GENE-17150,NO,1,3926,4016,5295,5187,4558,3403
GENE-17151,NO,1,1165,679,588,997,508,412
GENE-17152,NO,1,73,78,59,73,88,75
GENE-17153,NO,1,0,0,0,0,0,0
GENE-17154,NO,1,614,520,527,573,371,558
GENE-17155,NO,1,0,0,0,0,0,0
GENE-17156,NO,1,0,0,0,0,0,0
GENE-17157,NO,1,4,3,5,4,3,0
GENE-17158,NO,1,68,49,23,385,49,127
GENE-17159,NO,1,0,0,0,0,0,0
GENE-17160,NO,1,69,59,72,67,102,63
GENE-17161,NO,1,2,3,2,2,3,1
GENE-17162,NO,1,0,0,0,0,0,0
GENE-17163,NO,1,7,3,3,6,4,6
GENE-17164,NO,1,121,285,311,287,545,216
GENE-17165,NO,1,26,23,37,31,25,31
GENE-17166,NO,1,0,0,0,0,0,0
GENE-17167,NO,1,510,733,686,577,774,774
GENE-17168,NO,1,0,0,0,0,0,0
GENE-17169,NO,1,0,0,0,0,0,0
GENE-17170,NO,1,27,35,18,20,23,22
GENE-17171,NO,1,53,58,34,42,43,60
GENE-17172,NO,1,0,0,0,0,0,0
GENE-17173,NO,1,977,1079,1051,1052,988,1028
GENE-17174,NO,1,0,0,0,0,0,0
GENE-17175,NO,1,0,0,0,0,0,0
GENE-17176,NO,1,1314,1623,1128,1800,1194,1350
GENE-17177,NO,1,4,7,3,9,10,8
GENE-17178,NO,1,0,0,0,0,0,0
GENE-17179,NO,1,0,0,0,0,0,0
GENE-17180,NO,1,0,0,0,0,0,0
GENE-17181,NO,1,1,0,0,0,0,0
GENE-17182,NO,1,0,0,0,0,0,0
GENE-17183,NO,1,0,0,0,0,0,0
GENE-17184,NO,1,0,0,0,0,0,0
GENE-17185,NO,1,0,0,0,0,0,0
GENE-17186,NO,1,0,1,0,2,0,1
GENE-17187,NO,1,0,0,0,0,0,0
GENE-17188,NO,1,0,0,0,0,0,0
GENE-17189,NO,1,0,0,0,0,0,0
GENE-17190,NO,1,0,0,0,0,0,0
GENE-17191,NO,1,0,0,0,0,0,0
GENE-17192,NO,1,128,133,111,135,102,87
GENE-17193,NO,1,113,88,125,89,108,161
GENE-17194,NO,1,653,944,1185,742,752,749
GENE-17195,NO,1,1355,1223,1479,1340,1347,1373
GENE-17196,NO,1,0,0,0,0,0,0
GENE-17197,NO,1,0,0,0,0,0,0
GENE-17198,NO,1,12,3,6,12,7,14
GENE-17199,NO,1,0,0,0,0,0,0
GENE-17200,NO,1,6,1,6,3,12,14
GENE-17201,NO,1,0,0,0,0,0,0
GENE-17202,NO,1,0,0,0,0,0,0
GENE-17203,NO,1,0,0,0,0,0,0
GENE-17204,NO,1,5,9,4,6,4,2
GENE-17205,YES,1,0,0,0,0,0,0
GENE-17206,NO,1,53,40,38,60,45,69
GENE-17207,NO,1,2,6,2,6,2,7
GENE-17208,NO,1,0,0,0,0,0,0
GENE-17209,NO,1,0,0,0,0,0,0
GENE-17210,NO,1,0,0,0,0,0,0
GENE-17211,NO,1,0,0,0,0,0,0
GENE-17212,NO,1,0,0,0,0,0,0
GENE-17213,NO,1,0,0,0,0,0,0
GENE-17214,NO,1,39,57,46,41,61,39
GENE-17215,NO,1,10,13,11,11,13,8
GENE-17216,NO,1,0,0,0,0,0,0
GENE-17217,NO,1,0,0,0,0,0,0
GENE-17218,YES,1,0,0,0,0,0,0
GENE-17219,NO,1,6,4,11,5,7,6
GENE-17220,NO,1,0,0,0,0,0,0
GENE-17221,NO,1,0,0,0,0,0,0
GENE-17222,NO,1,0,0,0,0,0,0
GENE-17223,NO,1,345,267,221,203,155,348
GENE-17224,NO,1,0,0,0,0,0,0
GENE-17225,NO,1,0,0,0,0,0,0
GENE-17226,NO,1,0,0,0,0,0,0
GENE-17227,NO,1,0,0,0,0,0,0
GENE-17228,NO,1,0,0,0,0,0,0
GENE-17229,NO,1,0,0,0,0,0,0
GENE-17230,NO,1,91,107,125,105,112,98
GENE-17231,NO,1,0,0,0,0,0,0
GENE-17232,NO,1,0,0,0,0,0,0
GENE-17233,NO,1,0,0,0,0,0,0
GENE-17234,NO,1,110,125,89,127,101,117
GENE-17235,NO,1,0,0,0,0,0,0
GENE-17236,NO,1,0,0,0,0,0,0
GENE-17237,NO,1,38,58,54,81,67,48
GENE-17238,NO,1,0,0,0,0,0,0
GENE-17239,NO,1,9,23,26,4,23,17
GENE-17240,NO,1,1220,1160,1333,1743,1441,1089
GENE-17241,YES,1,0,0,0,0,0,0
GENE-17242,NO,1,0,0,0,0,0,0
GENE-17243,NO,1,0,0,0,0,0,0
GENE-17244,YES,1,0,0,0,0,0,0
GENE-17245,NO,1,0,0,0,0,0,0
GENE-17246,NO,1,0,0,1,0,1,0
GENE-17247,NO,1,0,0,0,0,0,0
GENE-17248,NO,1,0,0,0,0,0,0
GENE-17249,YES,1,0,0,0,0,0,0
GENE-17250,NO,1,0,0,0,0,0,0
GENE-17251,NO,1,0,0,0,0,0,0
GENE-17252,NO,1,0,0,0,0,0,0
GENE-17253,NO,1,3,4,6,2,12,4
GENE-17254,NO,1,0,0,0,0,0,0
GENE-17255,NO,1,78,80,81,99,68,67
GENE-17256,NO,1,0,0,0,0,0,0
GENE-17257,NO,1,11,13,15,22,13,13
GENE-17258,NO,1,13,8,5,17,14,13
GENE-17259,YES,1,0,0,0,0,0,0
GENE-17260,NO,1,430,1055,378,943,402,1002
GENE-17261,NO,1,0,0,0,0,0,0
GENE-17262,YES,1,0,0,0,0,0,0
GENE-17263,NO,1,232,264,263,240,134,315
GENE-17264,NO,1,0,0,0,0,0,0
GENE-17265,NO,1,0,0,0,0,0,0
GENE-17266,NO,1,0,0,0,0,0,0
GENE-17267,NO,1,0,0,0,0,0,0
GENE-17268,NO,1,0,0,0,0,0,0
GENE-17269,NO,1,0,0,0,0,0,0
GENE-17270,NO,1,1172,1137,1349,1207,1303,959
GENE-17271,NO,1,1,0,2,0,1,1
GENE-17272,NO,1,33,43,31,29,34,46
GENE-17273,NO,1,1,0,0,0,0,0
GENE-17274,NO,1,3931,2909,3294,3063,3127,3772
GENE-17275,YES,1,0,0,0,0,0,0
GENE-17276,NO,1,0,0,0,0,0,0
GENE-17277,NO,1,0,0,0,0,0,0
GENE-17278,NO,1,0,0,0,0,0,0
GENE-17279,NO,1,24,13,31,17,5,22
GENE-17280,NO,1,0,0,0,0,0,0
GENE-17281,NO,1,0,0,0,0,0,0
GENE-17282,NO,1,0,0,0,0,0,0
GENE-17283,NO,1,0,0,0,0,0,0
GENE-17284,NO,1,0,0,0,0,0,0
GENE-17285,NO,1,1,0,1,0,3,2
GENE-17286,NO,1,0,0,0,0,0,0
GENE-17287,NO,1,0,0,0,0,0,0
GENE-17288,NO,1,4,4,2,4,2,6
GENE-17289,NO,1,0,0,0,0,0,0
GENE-17290,NO,1,0,0,0,2,4,2
GENE-17291,NO,1,0,0,0,0,0,0
GENE-17292,NO,1,0,0,0,0,0,0
GENE-17293,NO,1,0,0,0,0,0,0
GENE-17294,NO,1,0,0,0,0,0,0
GENE-17295,NO,1,0,0,0,0,0,0
GENE-17296,NO,1,0,0,0,0,0,0
GENE-17297,NO,1,0,0,0,0,0,0
GENE-17298,NO,1,0,0,0,0,0,0
GENE-17299,NO,1,924,688,690,814,437,791
GENE-17300,YES,1,0,0,0,0,0,0
GENE-17301,NO,1,0,0,0,0,0,0
GENE-17302,NO,1,3142,2996,3250,2959,3049,3119
GENE-17303,NO,1,0,0,0,0,0,0
GENE-17304,NO,1,39,68,50,66,72,52
GENE-17305,NO,1,0,0,0,0,0,0
GENE-17306,NO,1,0,0,0,0,0,0
GENE-17307,NO,1,220,211,218,200,244,180
GENE-17308,NO,1,3,6,3,6,3,3
GENE-17309,NO,1,0,0,0,0,0,0
GENE-17310,NO,1,0,0,0,0,0,0
GENE-17311,YES,1,0,0,0,0,0,0
GENE-17312,NO,1,0,0,0,0,0,0
GENE-17314,NO,1,1,2,2,1,2,2
GENE-17315,NO,1,0,0,0,0,0,0
GENE-17316,NO,1,0,0,0,0,0,0
GENE-17317,NO,1,0,0,0,0,0,0
GENE-17318,NO,1,34,22,33,31,19,25
GENE-17319,NO,1,0,0,0,0,0,0
GENE-17320,NO,1,7,6,6,15,11,7
GENE-17321,NO,1,1,0,0,0,1,0
GENE-17322,NO,1,0,0,0,0,0,0
GENE-17323,NO,1,75,82,77,84,93,75
GENE-17324,NO,1,0,0,0,0,0,0
GENE-17325,NO,1,0,0,0,0,0,0
GENE-17326,NO,1,132,141,170,225,229,173
GENE-17327,NO,1,0,1,0,1,1,0
GENE-17328,NO,1,124,130,99,91,82,79
GENE-17329,YES,1,0,0,0,0,0,0
GENE-17330,NO,1,0,0,0,0,0,0
GENE-17331,NO,1,6407,6378,6879,6525,9218,6880
GENE-17332,NO,1,0,0,0,0,0,0
GENE-17333,NO,1,0,0,0,0,0,0
GENE-17334,NO,1,397,350,347,319,391,418
GENE-17335,NO,1,0,0,0,0,0,0
GENE-17336,NO,1,0,0,0,0,0,0
GENE-17337,NO,1,652,477,755,415,773,656
GENE-17338,NO,1,23,30,19,23,22,16
GENE-17339,NO,1,0,0,0,0,0,0
GENE-17340,NO,1,0,0,0,0,0,0
GENE-17341,NO,1,84,101,117,143,96,89
GENE-17342,NO,1,328,316,287,352,331,299
GENE-17343,NO,1,0,0,0,0,0,0
GENE-17344,NO,1,0,0,0,0,0,0
GENE-17345,NO,1,0,0,0,0,0,0
GENE-17346,NO,1,0,3,2,0,0,2
GENE-17347,NO,1,0,0,0,0,0,0
GENE-17348,NO,1,0,0,0,0,0,0
GENE-17349,NO,1,434,464,408,418,456,425
GENE-17350,NO,1,36,51,72,68,57,46
GENE-17351,NO,1,65,57,65,68,54,63
GENE-17352,NO,1,5,11,11,6,13,4
GENE-17353,NO,1,0,0,0,0,0,0
GENE-17354,YES,1,0,0,0,0,0,0
GENE-17355,NO,1,0,0,0,0,0,0
GENE-17356,NO,1,0,0,0,0,0,0
GENE-17357,NO,1,140,169,143,106,89,91
GENE-17358,NO,1,0,0,0,0,0,0
GENE-17359,NO,1,0,0,0,0,0,0
GENE-17360,NO,1,83,100,85,92,90,83
GENE-17361,NO,1,0,0,0,0,0,0
GENE-17362,NO,1,0,0,0,0,0,0
GENE-17363,NO,1,33,35,30,19,22,41
GENE-17364,NO,1,0,0,0,0,0,0
GENE-17365,NO,1,0,0,0,0,0,0
GENE-17366,NO,1,0,0,0,0,0,0
GENE-17367,NO,1,0,0,0,0,0,0
GENE-17368,NO,1,0,0,0,0,0,0
GENE-17369,NO,1,0,0,0,0,0,0
GENE-17370,NO,1,0,0,0,0,0,0
GENE-17371,NO,1,0,0,0,0,0,0
GENE-17372,NO,1,419,573,329,454,435,501
GENE-17373,NO,1,0,0,0,0,0,0
GENE-17374,NO,1,0,0,0,0,0,0
GENE-17375,NO,1,0,0,0,0,0,0
GENE-17376,NO,1,0,0,0,0,0,0
GENE-17377,NO,1,0,0,0,0,0,0
GENE-17378,NO,1,155,211,220,208,153,175
GENE-17379,NO,1,0,0,0,0,0,0
GENE-17380,NO,1,0,0,0,0,0,0
GENE-17381,NO,1,0,0,0,0,0,0
